id,month,day,sp,fpn,ifpn,windfpn,temperature,dayaheadwind,dayaheadsolar,intradaysolar,daydemand,rsd(t-2),niv(t-2),indexprice,imbalanceprice
18052234,5,2,34,33809,1748,2869,13.5,4266,5215,,30368,27133,-509.9986,49.62,41.7
18052235,5,2,35,34218,2241,2919,13.5,4381,4598,,31217,28186,-401.1994,54.52,41.7
18052236,5,2,36,34472,2348,2937,13.5,4381,3980,,31601,28805,-506.6872,54.84,42.4
18052237,5,2,37,34710,2574,2999,13.5,4515,3315,,31848,30086,-719.488,55.85,42.4
18052238,5,2,38,34838,2538,3072,13.5,4515,2650,,32248,30737,-586.3749,57.19,42.67
18052239,5,2,39,34731,2575,3135,13.5,4511,2023,,32208,31178,-572.2142,52.31,42.75
18052240,5,2,40,34195,2401,3320,13.5,4511,1396,,32135,31543,-431.4168,53.1,42.95
18052241,5,2,41,34219,2639,3240,13.5,4544,905,,31793,32014,-383.1917,53.12,42.95
18052242,5,2,42,34091,2721,3235,13.5,4544,413,,31501,32046,-182.5366,51.73,39.13488
18052243,5,2,43,33014,2478,3235,13.5,4874,211,,31720,31621,-205.3445,53.95,43.30088
18052244,5,2,44,32223,2307,3419,13.5,4874,9,,30874,31454,-295.0573,55.96,73.51423
18052245,5,2,45,30956,1860,3118,13.5,4922,5,,29427,31364,-36.0874,55.13,68.99769
18052246,5,2,46,30365,2001,3109,13.5,4922,0,,27480,31095,276.6011,49.95,42.78667
18052247,5,2,47,26511,2541,3202,13.5,4646,0,,26028,30145,134.775,48.49,38.85198
18052248,5,2,48,25544,2785,3116,13.5,4646,0,,25095,28655,-412.669,52.19,42.78367
18052301,5,3,1,25146,3005,3029,13.5,4588,0,,24220,26363,-467.1119,45.63,38.80659
18052302,5,3,2,24569,3055,3004,13.5,4588,0,,23307,25376,-293.965,42.13,28.82
18052303,5,3,3,24143,3078,3075,13.5,5217,0,,23063,24232,-639.4516,43.23,28.82
18052304,5,3,4,23498,3097,2960,13.5,5217,0,,23055,22930,-828.4452,43.08,36
18052305,5,3,5,23342,3061,2839,13.5,5061,0,,22598,22671,-609.4539,44.03,41.75
18052306,5,3,6,22840,2920,2856,13.5,5061,0,,22200,22550,-412.5957,43.75,41.75
18052307,5,3,7,22507,2770,2625,13.5,4960,0,,21898,22489,-212.9946,45.35,58
18052308,5,3,8,22420,2756,2564,13.5,4960,0,,21564,22172,-170.8906,45.34,58
18052309,5,3,9,22554,2880,2482,13.5,4861,2,,21445,21891,10.6002,46.19,58
18052310,5,3,10,23153,2985,2410,13.5,4861,3,,21195,21900,51.2355,45.74,58
18052311,5,3,11,23705,3062,2286,13.5,4792,127,,21557,21855,77.6583,45.2,42
18052312,5,3,12,24902,2961,2266,13.5,4792,251,,23028,21761,57.6061,47.54,42.55
18052313,5,3,13,27030,3693,2244,13.5,4774,603,,24643,21890,-192.9736,52.7,42.6121
18052314,5,3,14,31089,3646,2181,13.5,4774,954,,26808,22378,-43.3181,47.22,42.99565
18052315,5,3,15,32011,3390,2094,13.5,4743,1507,,29282,23699,-87.7479,63.5,43.25
18052316,5,3,16,32215,3166,2109,13.5,4743,2059,,30544,25422,-55.2736,80.12,109
18052317,5,3,17,31943,2599,2051,13.5,4675,2759,,30828,28118,-86.4374,86.59,109
18052318,5,3,18,31854,2510,2018,13.5,4675,3459,,30496,30567,216.0062,83.39,109
18052319,5,3,19,32172,2558,1964,13.5,4442,4216,,30374,31357,595.0599,76.93,88.06881
18052320,5,3,20,31664,2563,1905,13.5,4442,4973,,29759,31510,401.0426,67.5,86.5
18052321,5,3,21,31229,2443,1907,13.5,4405,5654,,28911,30986,169.6333,60.66,86.5
18052322,5,3,22,30549,2367,2043,13.5,4405,6335,,28504,30843,24.4191,62.69,86.5
18052323,5,3,23,29935,2301,2005,13.5,4374,6844,,28115,30447,178.3104,59.15,93.11394
18052324,5,3,24,29824,2343,1855,13.5,4374,7352,,27693,29673,183.9083,56.71,67.49995
18052325,5,3,25,29736,2454,1819,13.5,4385,7668,,27479,29109,358.5541,58.15,61
18052326,5,3,26,29320,2457,1646,13.5,4385,7984,,27243,28621,236.0712,54.59,42.97976
18052327,5,3,27,30071,2959,1711,13.5,4441,8018,,27461,28526,39.3709,51.92,37.9646
18052328,5,3,28,29483,2848,1785,13.5,4441,8052,,27143,28287,-301.0533,51.03,42.68599
18052329,5,3,29,29071,2972,1753,13.5,4551,7812,,26856,27655,-792.2643,50.5,42.32521
18052330,5,3,30,28556,2906,1660,13.5,4551,7571,,26921,27314,-766.5312,49.9,42.70184
18052331,5,3,31,29155,2886,1727,13.5,4698,7124,,27282,26852,-638.5969,51.83,42.94721
18052332,5,3,32,29955,3037,1856,13.5,4698,6677,,27966,26957,-293.8062,52.54,42.90732
18052333,5,3,33,31941,3095,1914,13.5,4784,6024,,28983,27422,-177.3461,52.04,43.14928
18052334,5,3,34,32194,3078,1890,13.5,4784,5370,,30014,27446,-265.4506,51.67,43.28
18052335,5,3,35,32680,3000,1963,13.5,4903,4666,,30967,28495,-384.7369,63.86,43.33859
18052336,5,3,36,32719,2933,2040,13.5,4903,3961,,31694,29784,-305.99,64.87,38.13329
18052337,5,3,37,33050,2970,2090,13.5,5170,3284,,32152,30974,-124.9051,67.81,84.22287
18052338,5,3,38,33269,3072,2160,13.5,5170,2607,,32420,31859,21.9174,69.02,89.72338
18052339,5,3,39,33304,3112,2212,13.5,5243,1979,,32568,31957,265.9992,68.11,83.15447
18052340,5,3,40,33274,3063,2263,13.5,5243,1351,,32283,32178,314.2337,64.85,76.63859
18052341,5,3,41,33319,3053,2327,13.5,5412,880,,31979,32164,277.1167,59.97,89.96923
18052342,5,3,42,33271,2974,2406,13.5,5412,409,,31979,32051,324.3612,57.07,64.19196
18052343,5,3,43,33216,2946,2436,13.5,5901,211,,31859,31865,375.592,56.99,75.09051
18052344,5,3,44,31703,2933,2459,13.5,5901,13,,31095,31721,154.3108,55.44,43.36998
18052345,5,3,45,29908,2748,2502,13.5,6222,7,,29741,31697,41.4145,55.33,75
18052346,5,3,46,29466,2743,2580,13.5,6222,0,,27782,31509,-22.5113,53.16,61.95
18052347,5,3,47,26681,2673,2595,13.5,6143,0,,26000,30790,427.7683,53.99,61.95
18052348,5,3,48,25330,3000,2634,13.5,6143,0,,24838,29256,146.2668,55.64,63.81514
18052401,5,4,1,23867,2935,2712,13.5,5907,0,,23924,27125,62.5417,53.65,63
18052402,5,4,2,23815,3111,2704,13.5,5907,0,,23203,25724,463.4459,50.76,62.11034
18052403,5,4,3,23840,3148,2739,13.5,5760,0,,22967,24846,223.6473,52.5,30.0012
18052404,5,4,4,23502,3148,2783,13.5,5760,0,,22359,23731,39.2652,49.67,35.34376
18052405,5,4,5,23232,3124,2576,13.5,5624,0,,22180,23071,-59.7083,49.03,29.2642
18052406,5,4,6,22838,3077,2486,13.5,5624,0,,21991,22827,-38.3917,48.12,29.97097
18052407,5,4,7,22485,2929,2422,13.5,5423,0,,21911,22725,-88.3868,45.58,59.68371
18052408,5,4,8,22344,2839,2412,13.5,5423,0,,21740,22597,-56.4327,45.89,58.70686
18052409,5,4,9,22665,2832,2414,13.5,5331,2,,21704,22162,30.6702,47.08,60.27176
18052410,5,4,10,23013,2893,2330,13.5,5331,4,,21759,21780,22.3384,46.79,39.1
18052411,5,4,11,23444,3052,2235,13.5,5133,78,,22275,21745,38.1665,49.27,60.43491
18052412,5,4,12,24585,3073,2167,13.5,5133,152,,22708,21955,-33.1941,50,60.78291
18052413,5,4,13,26421,3415,1975,13.5,4956,341,,24347,21866,42.9577,61.53,72.65854
18052414,5,4,14,31767,3259,1810,13.5,4956,529,,26775,22539,84.1255,51.81,42.6008
18052415,5,4,15,33450,3292,1765,13.5,4813,825,,29821,23659,395.8333,60.87,42.73635
18052416,5,4,16,34237,3081,1656,13.5,4813,1120,,31566,25863,-49.7625,67.02,43.21931
18052417,5,4,17,34352,2944,1601,13.5,4699,1492,,32631,28265,-356.582,70.41,43.41
18052418,5,4,18,34178,2877,1549,13.5,4699,1864,,32472,31081,-279.6029,71.81,43.40543
18052419,5,4,19,34262,2770,1519,13.5,4450,2250,,32605,32322,-30.5743,73.41,43.5
18052420,5,4,20,34005,2754,1493,13.5,4450,2635,,32399,32967,-111.6008,66.68,59.58191
18052421,5,4,21,33563,2806,1407,13.5,4406,2983,,31952,32954,-53.8469,65.85,80.36047
18052422,5,4,22,33671,2830,1387,13.5,4406,3330,,31693,33187,34.5166,62.7,43.33695
18052423,5,4,23,33464,2843,1314,13.5,4384,3608,,31567,32863,50.8334,54.85,42.40708
18052424,5,4,24,33447,2892,1277,13.5,4384,3885,,31533,32053,-66.2083,54.6,42.86224
18052425,5,4,25,33031,3011,1288,13.5,4362,4057,,31609,32071,-80.7028,54.77,43.35082
18052426,5,4,26,32826,2898,1227,13.5,4362,4228,,30875,31856,-225.522,52.77,43.59862
18052427,5,4,27,32063,2726,1120,13.5,4303,4262,,30707,31485,-212.2699,52.29,44.05748
18052428,5,4,28,31692,2762,1140,13.5,4303,4295,,30655,31401,-209.8416,52.68,62
18052429,5,4,29,31626,2572,1168,13.5,4324,4195,,30603,31185,-37.6478,54.16,62
18052430,5,4,30,32023,2594,1185,13.5,4324,4095,,30527,30773,201.392,53.86,62
18052431,5,4,31,32464,2436,1201,13.5,4334,3876,,30422,30610,213.1546,61.06,60.91949
18052432,5,4,32,32925,2504,1305,13.5,4334,3656,,31016,30968,274.7,65.1,93.8905
18052433,5,4,33,33304,2720,1336,13.5,4249,3348,,32139,30908,77.9667,71.65,93.79351
18052434,5,4,34,34083,2782,1310,13.5,4249,3039,,33116,31139,235.9401,86.39,93.9118
18052435,5,4,35,34952,3088,1305,13.5,4144,2645,,33985,31848,207.4121,89.58,43.83699
18052436,5,4,36,35133,3132,1366,13.5,4144,2251,,34247,32561,236.8838,87.57,131.79704
18052437,5,4,37,34792,3304,1410,13.5,4134,1854,,33930,33351,-133.1582,85.69,45
18052438,5,4,38,34695,3473,1398,13.5,4134,1457,,33789,33861,34.283,85.73,44.80401
18052439,5,4,39,34388,3491,1354,13.5,4035,1122,,33549,34004,-7.3193,68.03,85.47463
18052440,5,4,40,34271,3407,1365,13.5,4035,787,,33270,33794,-78.4749,63.54,90
18052441,5,4,41,34151,3386,1418,13.5,4041,519,,33100,33857,49.375,60.32,90
18052442,5,4,42,33934,3401,1409,13.5,4041,250,,32700,33627,77.6612,58.91,70.11534
18052443,5,4,43,33311,3343,1274,13.5,3991,131,,32657,33360,25.05,61.22,43.96519
18052444,5,4,44,32728,3257,1203,13.5,3991,11,,31946,32944,63.28,59.76,43.6789
18052445,5,4,45,30055,2597,1167,13.5,3894,6,,30184,32970,-117.7986,58.68,44
18052446,5,4,46,28735,2611,1295,13.5,3894,0,,28291,32419,-287.3872,57.8,73.5
18052447,5,4,47,26844,3214,1400,13.5,3456,0,,26981,31355,-42.6424,60.67,71.91719
18052448,5,4,48,26520,3500,1485,13.5,3456,0,,25729,29671,176.4307,62.89,63.5
18052501,5,5,1,25551,3289,1452,13.5,3207,0,,24875,27855,248.8084,57.41,44
18052502,5,5,2,24772,3289,1404,13.5,3207,0,,24160,27100,19.7006,57.47,43.52284
18052503,5,5,3,24249,3297,1448,13.5,2963,0,,23763,25704,-47.1434,58.67,61.92776
18052504,5,5,4,23998,3297,1435,13.5,2963,0,,23659,24554,-120.9988,57.33,62
18052505,5,5,5,23716,3297,1395,13.5,2886,0,,23402,23840,152.8051,58.82,62
18052506,5,5,6,23790,3296,1448,13.5,2886,0,,22986,23476,184.7,54.66,61.5
18052507,5,5,7,23496,3302,1484,13.5,2836,0,,22706,23445,160.0249,50.19,43.12188
18052508,5,5,8,23187,3301,1386,13.5,2836,0,,22500,23060,27.0901,48.68,59.55864
18052509,5,5,9,23244,3302,1456,13.5,2838,2,,22310,22698,-5.6189,49.87,59.5
18052510,5,5,10,23467,3302,1370,13.5,2838,3,,22502,22544,90.3641,47.13,42.7719
18052511,5,5,11,24110,3442,1472,13.5,2825,59,,22838,22575,34.8958,45.26,37.69906
18052512,5,5,12,24895,3316,1581,13.5,2825,114,,23530,22510,-162.4498,46,40.42221
18052513,5,5,13,26425,3566,1704,13.5,2769,259,,25001,22347,-110.725,62.34,62.10522
18052514,5,5,14,30289,3518,1764,13.5,2769,403,,27386,22891,-269.1701,53.6,65.76475
18052515,5,5,15,33535,3520,1685,13.5,2792,622,,30598,24034,140.6034,81.9,43.86732
18052516,5,5,16,34994,3396,1752,13.5,2792,841,,32646,25603,52.5266,85.83,44.82643
18052517,5,5,17,35058,3331,1734,13.5,2846,1116,,33600,28192,-60.8208,85.92,117.5
18052518,5,5,18,34865,3267,1629,13.5,2846,1390,,33500,30941,-34.2298,87.19,131
18052519,5,5,19,34007,3301,1570,13.5,2917,1681,,34000,32331,258.3382,87.57,96.5
18052520,5,5,20,33950,3208,1562,13.5,2917,1972,,33706,33238,301.5568,85.83,100.4099
18052521,5,5,21,34147,3026,1825,13.5,3256,2252,,33612,33272,111.5444,84.86,45.15
18052522,5,5,22,34202,3072,1933,13.5,3256,2531,,33203,33521,145.8333,80.01,45.07108
18052523,5,5,23,33274,2576,2077,13.5,3650,2793,,33050,33383,-29.0668,60.87,96.5
18052524,5,5,24,33241,2639,2211,13.5,3650,3055,,32864,33225,-102.5629,63.98,88.97364
18052525,5,5,25,33148,3075,2454,13.5,3999,3272,,32698,33249,225.3981,61.14,85
18052526,5,5,26,33220,3122,2578,13.5,3999,3488,,32243,32862,142.3,58.46,44.29422
18052527,5,5,27,32714,3081,2596,13.5,4339,3580,,31516,32597,16.0722,55.72,44.5
18052528,5,5,28,32754,3088,2789,13.5,4339,3671,,31069,32777,-77.4923,54.58,44
18052529,5,5,29,32853,3140,2947,13.5,4590,3644,,30839,32098,-140.5707,53.74,44.42261
18052530,5,5,30,32115,2971,2908,13.5,4590,3616,,30573,31661,-146.4915,54.08,65
18052531,5,5,31,32215,2680,2874,13.5,4677,3488,,30546,31257,-50.3819,52.22,67.90892
18052532,5,5,32,32743,2752,2963,13.5,4677,3360,,30764,31235,72.0809,52.74,72.8243
18052533,5,5,33,33286,2840,3208,13.5,4998,3109,,31281,30866,190.2986,54.55,69.48125
18052534,5,5,34,33873,2980,3150,13.5,4998,2857,,31981,30953,179.0522,56.87,72.20893
18052535,5,5,35,33960,3332,3076,13.5,4818,2530,,32593,31475,184.7876,60.73,64
18052536,5,5,36,33871,3203,2986,13.5,4818,2202,,32800,31952,133.6274,60.61,79.9
18052537,5,5,37,33891,3178,3058,13.5,4699,1844,,32713,32359,3.9785,61.26,44.32787
18052538,5,5,38,34177,3222,3212,13.5,4699,1485,,32703,32649,64.0969,59.85,30
18052539,5,5,39,33704,3295,3267,13.5,4415,1143,,32409,32500,-22.3307,54.16,41
18052540,5,5,40,32635,3385,3318,13.5,4415,801,,32132,32436,-220.4029,52.92,44.35
18052541,5,5,41,32082,3366,3441,13.5,4161,527,,31500,32072,-293.6582,53.9,75
18052542,5,5,42,31908,3393,3431,13.5,4161,253,,31100,31887,-22.254,54.22,75
18052543,5,5,43,31788,3451,3285,13.5,4034,131,,30966,31314,329.1084,55.75,44.19
18052544,5,5,44,31206,3410,3126,13.5,4034,9,,30908,31070,284.3968,55.41,43.58598
18052545,5,5,45,30462,3236,3049,13.5,4019,5,,29953,31027,-2.369,52.92,43.86223
18052546,5,5,46,29699,3294,3096,13.5,4019,0,,28328,30461,-419.4347,52.28,43.5
18052547,5,5,47,25912,3300,3128,13.5,3999,0,,26970,29483,-551.6291,59.51,68.78511
18052548,5,5,48,24126,3457,2955,13.5,3999,0,,25503,27991,-630.9669,63.83,69.76791
18052601,5,6,1,23038,3036,2784,13.5,3868,0,,24270,26341,126.1157,60.45,68
18052602,5,6,2,22532,3046,2689,13.5,3868,0,,23272,25393,678.4707,61.87,66.96731
18052603,5,6,3,22349,3036,2589,13.5,4013,0,,22813,24368,362.9196,61.13,43.55
18052604,5,6,4,22286,3047,2517,13.5,4013,0,,22609,23325,176.3335,57.48,32.41844
18052605,5,6,5,21707,2948,2605,13.5,3962,0,,22197,22583,-11.3672,54.36,32.3619
18052606,5,6,6,21630,2948,2697,13.5,3962,0,,21636,22244,-114.6,48.89,31.44667
18052607,5,6,7,21373,2948,2682,13.5,3956,0,,21456,22084,-100.3726,45.93,61
18052608,5,6,8,21258,2948,2595,13.5,3956,0,,21236,21616,-117.8295,46.04,61
18052609,5,6,9,20728,2947,2684,13.5,4114,3,,20946,21185,37.8824,47.47,61.45571
18052610,5,6,10,21008,2909,2732,13.5,4114,5,,20339,21128,111.9316,46.31,61
18052611,5,6,11,21548,2920,2666,13.5,4446,96,,20279,20851,200.5711,48.2,39
18052612,5,6,12,21382,2863,2835,13.5,4446,186,,20391,20713,51.2266,47.63,29.19609
18052613,5,6,13,22165,3087,2916,13.5,4722,411,,20911,20349,-71.2239,47.98,32.28512
18052614,5,6,14,23902,3087,2941,13.5,4722,636,,21654,20471,-282.0291,46.02,26.10932
18052615,5,6,15,25197,2991,3089,13.5,4963,984,,22389,20864,-123.3598,48.98,36
18052616,5,6,16,25944,2991,3245,13.5,4963,1331,,23525,21519,-315.806,49.25,36
18052617,5,6,17,26153,3071,3253,13.5,5259,1808,,24869,22164,-1045.9392,48.41,38.55
18052618,5,6,18,26462,2943,3342,13.5,5259,2284,,25800,23338,-909.0094,51.49,51.49
18052619,5,6,19,26547,2819,3483,13.5,5462,2838,,26326,24609,-561.4957,56.23,37.35
18052620,5,6,20,26604,2710,3617,13.5,5462,3391,,26400,25914,-303.0712,55.14,41.33097
18052621,5,6,21,27097,2704,4066,13.5,5941,3923,,26321,26314,118.7616,56.15,56.15
18052622,5,6,22,26431,2585,4122,13.5,5941,4454,,25600,26525,247.0485,53.91,27.51
18052623,5,6,23,26153,2344,4387,13.5,6646,4875,,25127,26257,-26.0615,44.62,44.62
18052624,5,6,24,26270,2372,4672,13.5,6646,5296,,24738,25831,-270.1663,44.23,44.23
18052625,5,6,25,25144,2294,4847,13.5,7530,5563,,24246,25555,-175.9891,43.9,43.9
18052626,5,6,26,25085,2154,4971,13.5,7530,5829,,23730,25293,-505.202,43.65,42.8
18052627,5,6,27,24831,1575,5231,13.5,8264,5912,,23627,24825,-331.6637,43.45,60
18052628,5,6,28,24230,1540,5359,13.5,8264,5994,,23049,24402,-97.1417,43.45,40.17483
18052629,5,6,29,23574,1263,5441,13.5,8730,5873,,22415,23769,188.8594,43.46,33.66
18052630,5,6,30,23715,1207,5544,13.5,8730,5751,,22089,23021,-38.319,42.39,25.95
18052631,5,6,31,23916,1106,5481,13.5,9182,5504,,21616,22131,-64.1667,43.86,24.59088
18052632,5,6,32,24077,1163,5555,13.5,9182,5256,,21738,21473,-331.5902,43.59,22.6
18052633,5,6,33,24776,1376,5634,13.5,9469,4852,,22458,21284,-486.5437,43.48,26.7
18052634,5,6,34,25485,1507,5731,13.5,9469,4448,,23508,21506,-548.4391,44.21,30.6066
18052635,5,6,35,26326,2431,5688,13.5,9414,3958,,24696,21531,-519.9287,50.98,43.65
18052636,5,6,36,27077,2425,5628,13.5,9414,3468,,25526,22404,-265.8334,53.92,42.8
18052637,5,6,37,27380,2609,5585,13.5,9379,2949,,26000,23548,-43.0494,53.12,62
18052638,5,6,38,27952,2913,5630,13.5,9379,2430,,26500,24801,-64.0204,56.74,62.5
18052639,5,6,39,28048,3089,5615,13.5,9002,1944,,26400,25591,71.1004,59.58,62
18052640,5,6,40,27873,3083,5582,13.5,9002,1457,,26415,25927,190.1879,59.61,62
18052641,5,6,41,27911,3043,5669,13.5,8738,983,,26300,26422,111.8,59.51,62.05892
18052642,5,6,42,27921,3042,5791,13.5,8738,509,,26131,26524,123.7134,58.07,62
18052643,5,6,43,27793,3097,5666,13.5,8649,270,,26145,26231,142.225,56.27,62
18052644,5,6,44,27376,3014,5556,13.5,8649,30,,26300,25992,99.6551,56.58,62.25127
18052645,5,6,45,26721,2917,5526,13.5,8650,15,,25693,25971,48.0752,57.37,62.45116
18052646,5,6,46,26313,2926,5527,13.5,8650,0,,24629,26022,165.5559,52.1,45
18052647,5,6,47,24084,2648,5321,13.5,8760,0,,23392,26098,257.9691,49.53,62.61644
18052648,5,6,48,22902,2664,5324,13.5,8760,0,,22200,25284,-27.525,46.32,62
18052701,5,7,1,22021,2455,5213,13.5,8716,0,,21746,23959,335.1268,39.85,41.92265
18052702,5,7,2,21851,2421,5154,13.5,8716,0,,20776,22522,259.2666,34.69,28.33458
18052703,5,7,3,21480,2289,5028,13.5,8685,0,,20487,21559,-35.0283,23.93,26.56
18052704,5,7,4,21303,2271,5072,13.5,8685,0,,20760,20641,-235.0197,22.41,26.56
18052705,5,7,5,21344,1595,5164,13.5,8754,0,,20365,20636,-126.8564,19.59,61.99
18052706,5,7,6,21405,1589,5249,13.5,8754,0,,20032,20825,-71.7985,20.47,61.99134
18052707,5,7,7,20896,669,5192,13.5,8826,0,,20265,21023,168.3822,17.8,62
18052708,5,7,8,20855,707,5185,13.5,8826,0,,20158,20761,235.7149,21.59,62
18052709,5,7,9,20398,-448,5055,13.5,8996,6,,20657,20513,691.7194,18.69,61.99
18052710,5,7,10,20496,-448,5080,13.5,8996,11,,20192,20766,481.4757,18.52,18.52
18052711,5,7,11,20783,-1001,5312,13.5,9196,172,,20326,20542,289.7026,19.88,19.88
18052712,5,7,12,20867,-960,5339,13.5,9196,332,,20483,20930,-53.5075,20.3,20.3
18052713,5,7,13,21207,-558,5306,13.5,9265,670,,20530,20465,-248.7305,18.84,50
18052714,5,7,14,21321,-559,5305,13.5,9265,1008,,20663,20875,-276.8288,17.38,50
18052715,5,7,15,22237,1100,5204,13.5,9329,1468,,20107,20901,-203.9348,21.47,43.05
18052716,5,7,16,22324,1009,5160,13.5,9329,1927,,20281,21018,-258.054,22.19,25.24
18052717,5,7,17,22535,1603,5181,13.5,9302,2532,,20603,20521,-334.7181,26.08,25.24
18052718,5,7,18,22731,1546,5170,13.5,9302,3137,,21234,20908,-66.4453,29.89,60.93552
18052719,5,7,19,23680,1861,5187,13.5,9296,3816,,22000,20753,-101.0774,41.99,61.9963
18052720,5,7,20,24069,1924,5181,13.5,9296,4495,,22561,21687,228.1129,45.23,61.99887
18052721,5,7,21,24650,2060,5014,13.5,9482,5072,,22700,22168,515.2718,46.44,40.60988
18052722,5,7,22,24349,2011,4899,13.5,9482,5649,,22305,23060,506.8744,48.16,42.13338
18052723,5,7,23,24204,1971,4794,13.5,9690,6042,,22221,23208,233.5415,49.59,61.99
18052724,5,7,24,23449,1993,4645,13.5,9690,6435,,22105,23454,217.904,50.25,61.99
18052725,5,7,25,23676,1960,4617,13.5,9745,6700,,22268,23244,411.4258,50.5,61.99
18052726,5,7,26,23439,1835,4584,13.5,9745,6965,,22136,23230,397.981,51.93,61.30473
18052727,5,7,27,23086,1222,4528,13.5,9800,6994,,21962,23566,420.7357,52.26,39.5
18052728,5,7,28,23036,1082,4598,13.5,9800,7022,,21956,23299,152.9908,51.63,39.5
18052729,5,7,29,23082,1011,4617,13.5,9668,6809,,22162,23298,-90.9014,51.26,38.55
18052730,5,7,30,23410,1028,4657,13.5,9668,6595,,22225,22808,-348.5917,49.99,38.55
18052731,5,7,31,23426,995,4708,13.5,9480,6245,,22602,22465,-521.6416,47.91,38.55
18052732,5,7,32,23739,1077,4680,13.5,9480,5895,,23328,22163,-678.574,48.61,24.41
18052733,5,7,33,25194,2520,4675,13.5,9086,5396,,24445,22300,-510.1486,48.95,37.32825
18052734,5,7,34,26006,2607,4611,13.5,9086,4896,,25280,22563,-501.439,49.69,38.91296
18052735,5,7,35,27207,2877,4521,13.5,8692,4298,,26173,22867,-556.3133,50.77,40.15
18052736,5,7,36,28582,2768,4414,13.5,8692,3700,,26904,23835,-506.7082,49.75,39.7
18052737,5,7,37,28677,2698,4329,13.5,8240,3106,,27245,24819,-440.1861,46.53,39.51757
18052738,5,7,38,29133,2763,4366,13.5,8240,2512,,27419,25915,-716.5178,46.25,40.22
18052739,5,7,39,29025,2840,4305,13.5,7658,1978,,27589,26845,-659.1964,56.66,79
18052740,5,7,40,28694,2853,4202,13.5,7658,1444,,27521,27361,-234.7563,64.49,79
18052741,5,7,41,28680,2843,4103,13.5,7302,980,,27799,27810,82.0519,63.83,87
18052742,5,7,42,28871,2865,4008,13.5,7302,516,,27667,28107,164.3367,66.16,87.84339
18052743,5,7,43,28690,3015,3758,13.5,7001,277,,27881,27923,337.137,69.63,87
18052744,5,7,44,28173,3032,3470,13.5,7001,37,,27810,27957,447.1376,68.66,87
18052745,5,7,45,27779,2877,3069,13.5,6753,19,,27364,27843,324.7042,67.66,76
18052746,5,7,46,27280,2986,2953,13.5,6753,0,,26172,27536,326.4528,63.49,40.68465
18052747,5,7,47,25927,3045,2742,13.5,6180,0,,24667,27499,182.708,64.5,40.27
18052748,5,7,48,25538,3236,2700,13.5,6180,0,,23300,26690,-155.8342,55.81,40.16572
18052801,5,1,1,24531,3091,2587,14,5429,0,,22337,25328,-224.137,49.21,40.18298
18052802,5,1,2,24143,3091,2637,14,5429,0,,21937,23825,-516.5244,49.53,40.3
18052803,5,1,3,23770,3091,2385,14,3161,0,,22077,22668,-387.3047,50.15,54.31579
18052804,5,1,4,23581,3091,2190,14,3161,0,,22108,22296,-3.3604,50.29,56.9
18052805,5,1,5,23632,3091,1976,14,2756,0,,21862,22101,7.5384,49.98,59.92536
18052806,5,1,6,23127,3091,1795,14,2756,0,,21569,22067,80.2904,48.55,60.63776
18052807,5,1,7,22730,3091,1606,14,2403,0,,21307,22008,68.6074,50.36,62
18052808,5,1,8,23116,3091,1608,14,2403,0,,21186,21746,101.2594,49.69,56.85
18052809,5,1,9,23073,3040,1437,14,2086,5,,21112,21472,161.5487,49.78,49.78
18052810,5,1,10,22921,3038,1317,14,2086,10,,20654,21305,17.7106,49.11,40.16
18052811,5,1,11,22955,2978,1241,14,1885,141,,20579,21248,-116.875,49.1,38.55
18052812,5,1,12,24236,2843,1197,14,1885,272,,20701,21135,-122.7709,49.17,22.5
18052813,5,1,13,24694,2318,1162,14,1723,547,,21633,20932,-128.3824,61.18,46.78
18052814,5,1,14,26940,2053,1092,14,1723,822,,22212,20825,-276.2951,55.64,40.40245
18052815,5,1,15,26442,555,1102,14,1626,1195,,23448,21225,-96.4544,57,59
18052816,5,1,16,27354,368,1045,14,1626,1568,,24456,21994,-194.065,64.42,81.32
18052817,5,1,17,27787,665,974,14,1589,2056,,25726,22361,338.2675,61.41,89
18052818,5,1,18,27610,578,896,14,1589,2544,,26587,23811,589.4934,65.8,89
18052819,5,1,19,27627,912,811,14,1590,3090,,26906,24627,67.3789,68.36,89
18052820,5,1,20,27796,797,712,14,1590,3636,,26978,25742,186.1403,71.1,93.84118
18052821,5,1,21,27961,1016,660,14,1592,4148,,26703,26355,345.3606,72.2,89.91405
18052822,5,1,22,27754,1058,660,14,1592,4659,,26153,26770,386.6323,69.06,42.5
18052823,5,1,23,27786,1154,656,14,1582,5076,,25966,26925,137.1805,60.4,42.5
18052824,5,1,24,27763,1199,693,14,1582,5493,,25882,26644,-28.0547,58.18,40.87236
18052825,5,1,25,27697,1082,656,14,1538,5815,,26356,26691,-43.7611,57.65,41.26996
18052826,5,1,26,27435,1012,618,14,1538,6136,,25949,26459,-203.5361,56.9,41.20992
18052827,5,1,27,26897,487,605,14,1534,6242,,25903,26134,-326.7542,52.86,42.205
18052828,5,1,28,26968,559,588,14,1534,6348,,25311,25858,-481.2634,51.83,41.65297
18052829,5,1,29,26899,580,608,14,1607,6216,,25125,25692,-332.5554,51,40.61128
18052830,5,1,30,26721,526,570,14,1607,6083,,24876,25376,-511.3585,51.43,38.6
18052831,5,1,31,26363,522,615,14,1761,5816,,25064,24891,-664.4999,44.69,41.75
