id,month,day,sp,fpn,ifpn,windfpn,temperature,dayaheadwind,dayaheadsolar,intradaysolar,daydemand,rsd(t-2),niv(t-2),indexprice,imbalanceprice
18010101,1,1,1,27243,2742,6163,6.1,10705,0,,26838,26907,468.1917,47.27,55.94
18010102,1,1,2,27778,2736,6139,6.1,10705,0,,27347,26661,23.3739,48.57,55.94
18010103,1,1,3,28066,2747,6085,6.1,10831,0,,27410,26354,38.5262,52.32,62.94
18010104,1,1,4,27509,2747,6073,6.1,10831,0,,26444,26561,167.3801,51.18,31
18010105,1,1,5,26645,2597,6060,6.1,10835,0,,25722,27081,109.8917,46.08,60.81165
18010106,1,1,6,26451,2597,6028,6.1,10835,0,,25363,27258,-143.3171,46.01,65
18010107,1,1,7,25349,2597,5991,6.1,10855,0,,24890,26345,70.7066,39.24,67.85626
18010108,1,1,8,24956,2597,5970,6.1,10855,0,,24027,25866,153.4909,37.6,65.7748
18010109,1,1,9,24830,2388,5944,6.1,10749,0,,23398,25680,383.4818,36.62,64.01503
18010110,1,1,10,24813,2388,5854,6.1,10749,0,,23099,25020,303.5896,35.65,61.42111
18010111,1,1,11,24579,2133,5857,6.1,10530,0,,22917,24272,162.1709,38.28,59.64802
18010112,1,1,12,24369,1909,5805,6.1,10530,0,,22600,23902,34.6499,40.21,65
18010113,1,1,13,24867,2292,5673,6.1,10289,0,,22898,23837,50.9251,44.55,65
18010114,1,1,14,25711,2293,5583,6.1,10289,0,,23089,23827,266.6485,43.72,65
18010115,1,1,15,25961,1238,5534,6.1,9927,0,,22635,24040,564.9156,47.66,65
18010116,1,1,16,26113,1239,5501,6.1,9927,0,,22196,24960,549.9681,49.47,63.91537
18010117,1,1,17,27162,1177,5380,6.1,9522,88,,22795,25341,173.6142,43.89,18.16975
18010118,1,1,18,27764,1177,5245,6.1,9522,176,,23773,24613,24.4313,47.66,21.83881
18010119,1,1,19,28549,2145,5107,6.1,9093,435,,24944,24549,-331.786,43.31,55.94
18010120,1,1,20,29841,2144,4973,6.1,9093,694,,26117,25484,-40.5669,41.53,64.95858
18010121,1,1,21,30935,3035,4811,6.1,8887,1007,,27600,26750,156.876,45.01,62.41571
18010122,1,1,22,31872,3006,4696,6.1,8887,1320,,28716,28014,337.0699,45.04,65
18010123,1,1,23,32153,3270,4453,6.1,8682,1540,,30861,29128,270.3072,53.47,66.02662
18010124,1,1,24,33093,3203,4321,6.1,8682,1759,,31073,30297,584.9339,59.07,68
18010125,1,1,25,33021,3084,4117,6.1,8321,1822,,32010,31145,657.9369,57.29,68
18010126,1,1,26,33068,3026,3975,6.1,8321,1885,,32100,32111,784.0185,58.39,68
18010127,1,1,27,33438,3027,3790,6.1,8191,1740,,32200,32712,530.2497,56.59,69.9
18010128,1,1,28,34299,3032,3749,6.1,8191,1595,,32206,32998,429.5163,58.24,65
18010129,1,1,29,34778,3032,3779,6.1,8111,1309,,32553,33324,562.7834,54.55,36.83533
18010130,1,1,30,35026,2971,3796,6.1,8111,1022,,32847,33469,255.7134,51.25,35.6
18010131,1,1,31,35979,3143,3897,6.1,8186,700,,33534,33385,-297.8231,57.96,38.86754
18010132,1,1,32,37189,3023,4156,6.1,8186,378,,34414,33424,-468.5778,59.5,40.05
18010133,1,1,33,38170,2932,4475,6.1,8931,201,,36482,33781,-366.59,61.51,38.17677
18010134,1,1,34,39859,2995,4812,6.1,8931,24,,38077,34422,-411.6333,63.3,45.15
18010135,1,1,35,40243,2943,5146,6.1,9543,12,,38883,35560,-420.7695,61.7,40.08491
18010136,1,1,36,40103,2847,5297,6.1,9543,0,,38603,37954,-50.2902,60.02,41.76309
18010137,1,1,37,39916,2767,5536,6.1,10257,0,,37863,39303,-162.3558,57.36,38.41384
18010138,1,1,38,38365,2640,5687,6.1,10257,0,,36991,39653,-132.14,54.29,36.64317
18010139,1,1,39,36923,2433,5831,6.1,10592,0,,36299,38904,-481.3134,44.99,59.95
18010140,1,1,40,35272,2436,5879,6.1,10592,0,,35220,37900,-299.0293,45.86,59.95
18010141,1,1,41,35256,2583,5930,6.1,10689,0,,34520,37426,41.4957,47.7,39.06589
18010142,1,1,42,34375,2617,5980,6.1,10689,0,,33509,36216,35.423,44.73,38.08043
18010143,1,1,43,33220,2249,6040,6.1,10639,0,,32558,35010,-69.4034,45.79,38.31446
18010144,1,1,44,31852,2187,5972,6.1,10639,0,,31655,33966,-385.714,45.55,38
18010145,1,1,45,30270,1720,5858,6.1,10454,0,,30306,32646,-245.4842,44.94,33.51662
18010146,1,1,46,29413,1790,5762,6.1,10454,0,,29189,31575,-316.6348,44.63,30.92449
18010147,1,1,47,28647,1920,5737,6.1,10137,0,,27936,30142,-553.8895,44.13,28.07784
18010148,1,1,48,28634,2168,5659,6.1,10137,0,,27011,28641,-750.9001,38.35,24.67
18010201,1,2,1,28753,2258,5448,6.1,9879,0,,26917,27281,-621.7132,39.23,23.06323
18010202,1,2,2,28455,2215,5327,6.1,9879,0,,27119,26985,-775.074,39.59,25
18010203,1,2,3,28253,2271,5251,6.1,9336,0,,26734,26215,-954.6017,37.98,22
18010204,1,2,4,28009,2423,5083,6.1,9336,0,,26357,26260,-518.8817,37.84,22
18010205,1,2,5,27764,2485,4802,6.1,8674,0,,26043,27058,-376.693,36.36,28.22193
18010206,1,2,6,27326,2697,4598,6.1,8674,0,,25991,26745,-353.8653,36.73,59.49
18010207,1,2,7,27083,2790,4491,6.1,7960,0,,26176,26340,-235.6909,40.04,65
18010208,1,2,8,26897,2726,4299,6.1,7960,0,,25934,26282,1.493,42.98,65
18010209,1,2,9,27516,2640,4117,6.1,7255,0,,25932,26301,349.4059,41.16,62.49778
18010210,1,2,10,28014,2677,4029,6.1,7255,0,,25964,26353,322.3519,42.01,61.75
18010211,1,2,11,28474,3230,3922,6.1,6716,0,,26344,25990,247.0411,53.24,62.52238
18010212,1,2,12,28884,3218,3807,6.1,6716,0,,26893,26148,158.4031,54.15,64.94
18010213,1,2,13,32138,3360,3761,6.1,6188,0,,29001,26061,143.1153,57.07,64.94
18010214,1,2,14,36734,3360,3809,6.1,6188,0,,31863,26778,177.0807,46.97,34.02343
18010215,1,2,15,38763,2807,3857,6.1,6590,0,,35380,27223,152.0592,42.56,30.06964
18010216,1,2,16,39930,2835,4015,6.1,6590,0,,37608,29580,-753.7168,47.04,31.21949
18010217,1,2,17,41131,3488,4162,6.1,7217,38,,39328,31780,-1418.377,50.67,31.5
18010218,1,2,18,41439,3414,4345,6.1,7217,76,,40600,34120,-1868.8656,52.35,33.65
18010219,1,2,19,41435,3300,4535,6.1,7986,144,,41850,35577,-1771.1305,49.58,35.51217
18010220,1,2,20,41156,3097,4784,6.1,7986,212,,42196,37298,-1296.9314,49.21,36.20876
18010221,1,2,21,41213,2939,5088,6.1,8894,270,,42203,38777,-922.2948,49.74,68.5
18010222,1,2,22,41689,2817,5327,6.1,8894,328,,42129,40199,-406.9162,50.69,105
18010223,1,2,23,41362,2701,5476,6.1,9693,395,,42189,40917,148.2549,51.08,68.5
18010224,1,2,24,41881,2752,5672,6.1,9693,462,,42063,41515,545.7881,51.29,68.5
18010225,1,2,25,42971,2767,6018,6.1,10243,543,,42534,41476,652.0893,50.65,65.65503
18010226,1,2,26,43115,2682,6190,6.1,10243,624,,41823,41861,509.9298,48.95,39.33077
18010227,1,2,27,43531,2767,6409,6.1,10878,662,,41834,41982,274.6192,45.47,39.07
18010228,1,2,28,43613,2880,6504,6.1,10878,700,,41830,42350,-5.0524,44.5,39.07
18010229,1,2,29,43122,2894,6545,6.1,11072,624,,42057,42413,-43.6053,44.95,39.06
18010230,1,2,30,43882,2888,6519,6.1,11072,547,,42279,42173,-278.7932,44.43,37.99183
18010231,1,2,31,44845,2822,6334,6.1,10984,379,,42817,41749,-236.0804,52.77,37.20531
18010232,1,2,32,46010,2779,6138,6.1,10984,210,,43717,41693,-458.2469,54.08,37.56774
18010233,1,2,33,46876,2753,5993,6.1,10720,111,,45001,41604,-760.2459,52.36,39.0899
18010234,1,2,34,47299,2691,5814,6.1,10720,12,,47084,42172,-770.0128,63.1,39.12306
18010235,1,2,35,47268,2455,5715,6.1,10498,6,,47846,42973,-300.2261,,40.38722
18010236,1,2,36,47360,2324,5659,6.1,10498,0,,47591,44628,-189.2931,71.32,94.9
18010237,1,2,37,46551,2383,5495,6.1,10424,0,,46967,45725,-74.2429,69.85,94.9
18010238,1,2,38,45870,2424,5304,6.1,10424,0,,46285,46335,180.3054,63.56,43.73752
18010239,1,2,39,43990,2536,5045,6.1,10388,0,,45469,45978,103.6364,58.6,39.07521
18010240,1,2,40,42433,2684,5116,6.1,10388,0,,42473,45086,-42.2219,53.31,38.01848
18010241,1,2,41,40881,2795,5377,6.1,10652,0,,40817,44053,-428.3592,52.1,38
18010242,1,2,42,39288,2866,5447,6.1,10652,0,,38780,42669,-784.8853,48.35,37.54532
18010243,1,2,43,36145,2865,5601,6.1,10920,0,,36963,40815,-705.6902,49.7,38.0352
18010244,1,2,44,34299,2943,5663,6.1,10920,0,,34720,39368,-718.5465,46.55,38.16165
18010245,1,2,45,32687,3120,5867,6.1,11371,0,,32695,37608,-446.2812,46.24,37.18623
18010246,1,2,46,30627,3249,5881,6.1,11371,0,,30704,35466,-356.7982,45.96,39.08
18010247,1,2,47,28584,2773,5918,6.1,11559,0,,28959,33172,-465.615,47.32,68
18010248,1,2,48,28082,2820,5944,6.1,11559,0,,28091,30662,-121.5015,42.01,68
18010301,1,3,1,28213,2721,6149,6.1,9768,0,,26596,28892,167.6052,44.83,68
18010302,1,3,2,28558,2721,6201,6.1,9768,0,,26759,27448,206.4917,46.65,68
18010303,1,3,3,27512,2721,5974,6.1,9960,0,,26592,26810,160.418,50.01,74
18010304,1,3,4,27588,2721,5945,6.1,9960,0,,26206,26884,127.2834,48.22,72.02484
18010305,1,3,5,27353,2721,5897,6.1,10314,0,,26189,26963,123.2782,47.5,36.41967
18010306,1,3,6,27372,2721,5905,6.1,10314,0,,26321,26564,51.9438,48.59,36
18010307,1,3,7,27370,2721,5946,6.1,10816,0,,26415,26321,-33.0416,46.4,36.41522
18010308,1,3,8,27314,2720,5950,6.1,10816,0,,26050,26483,-109.4165,45.36,74
18010309,1,3,9,27394,2720,5999,6.1,9992,0,,25802,26151,-55.1288,42.99,69.13995
18010310,1,3,10,27231,2719,6007,6.1,9992,0,,25923,26289,225.0055,43.25,63.5
18010311,1,3,11,27747,2721,5986,6.1,9232,0,,26771,25893,207.4921,48.38,63.5
18010312,1,3,12,28808,2720,5801,6.1,9232,0,,26956,25863,93.0871,47.11,37.32021
18010313,1,3,13,31035,3213,5771,6.1,9115,0,,28942,25771,62.5237,54.36,63.5
18010314,1,3,14,35062,3214,5833,6.1,9115,0,,31753,26431,-83.233,48.46,37
18010315,1,3,15,37146,3512,5794,6.1,9425,0,,35436,26989,54.6274,50.71,37.08631
18010316,1,3,16,39346,3481,5661,6.1,9425,0,,37633,29312,-253.4966,54.35,37
18010317,1,3,17,40515,3415,5748,6.1,9306,78,,39115,31867,-564.4484,42.97,35.83219
18010318,1,3,18,40867,3436,5672,6.1,9306,156,,39800,34636,-826.9917,44.23,37.09938
18010319,1,3,19,40987,3513,5795,6.1,9535,407,,40566,36195,-1068.5406,43.33,37.42443
18010320,1,3,20,41093,3431,5921,6.1,9535,657,,41000,37665,-803.9593,43.06,38.08115
18010321,1,3,21,40819,3338,5925,6.1,10211,960,,41031,38607,-570.0059,42.64,37
18010322,1,3,22,40362,3222,5956,6.1,10211,1263,,40855,39234,-446.8671,43.89,37.0414
18010323,1,3,23,40814,3188,6022,6.1,11513,1444,,40801,39192,-530.7021,42.38,36
18010324,1,3,24,40469,3151,6147,6.1,11513,1624,,40574,38962,-527.0659,42,37
18010325,1,3,25,40115,3127,6195,6.1,11537,1669,,39761,39073,-630.6481,42.35,39.39571
18010326,1,3,26,40139,3079,6152,6.1,11537,1714,,39808,39094,-578.1458,42.73,38.5
18010327,1,3,27,40285,2995,6138,6.1,11566,1632,,39877,38968,-92.1444,43.14,38.19075
18010328,1,3,28,40344,3053,6129,6.1,11566,1549,,39910,39218,-89.0332,42.85,38
18010329,1,3,29,40455,3065,6248,6.1,11686,1302,,40178,39228,-225.3416,42.82,39.50412
18010330,1,3,30,40679,3032,6200,6.1,11686,1054,,40466,39202,-279.5987,42.99,68.5
18010331,1,3,31,41473,2998,6132,6.1,11460,716,,40883,39280,-104.6294,49,40.1
18010332,1,3,32,43127,2806,6130,6.1,11460,378,,42287,39990,38.0124,50.46,92.06
18010333,1,3,33,45079,2688,6124,6.1,11307,202,,43906,40410,-25.3894,49.42,38.55
18010334,1,3,34,45403,2484,6221,6.1,11307,25,,45964,41067,21.0142,65.33,92.06
18010335,1,3,35,46133,2282,6223,6.1,11047,13,,46919,41947,-318.5733,71.33,98.16
18010336,1,3,36,45963,2128,6234,6.1,11047,0,,46438,44006,61.9375,68.22,98.16
18010337,1,3,37,45594,2093,6064,6.1,10883,0,,45888,45664,181.3944,71.1,98.16
18010338,1,3,38,45165,2103,6057,6.1,10883,0,,45148,46285,272.1711,62.93,39.29928
18010339,1,3,39,44462,2154,6023,6.1,10968,0,,44251,45952,210.453,56.46,38.59665
18010340,1,3,40,43227,2255,6045,6.1,10968,0,,42677,45148,-199.0317,47.21,38.2
18010341,1,3,41,41451,2308,6124,6.1,10830,0,,40954,44247,-160.2895,46.44,38.88033
18010342,1,3,42,40263,2298,6101,6.1,10830,0,,38903,43498,-395.7973,45.26,38.19439
18010343,1,3,43,36871,2266,5901,6.1,10714,0,,37281,41938,-39.0507,45.42,38.6
18010344,1,3,44,35196,2328,5795,6.1,10714,0,,35221,40395,-292.2583,45.55,40
18010345,1,3,45,33722,2343,5760,6.1,10355,0,,33306,38803,-55.8764,42.15,36
18010346,1,3,46,33027,2490,5616,6.1,10355,0,,31217,36577,-11.0843,41.13,36
18010347,1,3,47,31262,2503,5488,6.1,9864,0,,29604,34594,-324.427,40.37,28.73179
18010348,1,3,48,30642,2616,5366,6.1,9864,0,,29195,32452,-596.6954,39.09,34.67437
18010401,1,4,1,30856,2741,5095,6.1,9121,0,,29424,30608,-617.8076,39.31,37
18010402,1,4,2,30792,2831,4964,6.1,9121,0,,29431,29814,-374.1111,40.72,57.5
18010403,1,4,3,30756,2986,4778,6.1,8318,0,,29202,29496,-179.9515,41.62,35.32067
18010404,1,4,4,30689,3157,4640,6.1,8318,0,,28555,29887,14.7781,39.62,35
18010405,1,4,5,30530,3259,4325,6.1,7381,0,,28092,30295,-256.3326,38.88,36.01
18010406,1,4,6,30570,3343,4192,6.1,7381,0,,28379,29546,-363.5873,39.26,36.01
18010407,1,4,7,30489,3381,3879,6.1,6237,0,,28183,29175,-316.1997,42.17,35.6
18010408,1,4,8,30217,3468,3731,6.1,6237,0,,27989,28999,-162.7582,42.24,35.89352
18010409,1,4,9,30244,3531,3577,6.1,5398,0,,27749,28928,-340.6041,42.1,36.17733
18010410,1,4,10,30580,3531,3480,6.1,5398,0,,28284,28575,-160.1494,41.86,35.32727
18010411,1,4,11,31267,3531,3379,6.1,4686,0,,28762,28418,-77.7326,42.08,36.01
18010412,1,4,12,32357,3533,3253,6.1,4686,0,,29547,28348,-181.9708,41.97,35.92362
18010413,1,4,13,35176,3615,3124,6.1,4123,0,,31384,28719,-241.4356,49.45,35
18010414,1,4,14,39286,3668,3043,6.1,4123,0,,35055,29535,-293.7978,43.88,28
18010415,1,4,15,41759,3489,2953,6.1,3865,0,,39147,30663,-542.6445,45.84,4.6425
18010416,1,4,16,43253,3375,2961,6.1,3865,0,,41455,32414,-972.6347,45.5,36
18010417,1,4,17,43441,3265,3096,6.1,3794,32,,42400,35287,-1177.693,42.3,36
18010418,1,4,18,44053,3331,3160,6.1,3794,64,,42107,38066,-1334.8245,41.22,36.4744
18010419,1,4,19,43784,3382,2678,6.1,3968,192,,42500,39554,-600.0174,43.93,38.40975
18010420,1,4,20,43194,3279,2381,6.1,3968,320,,42393,40592,-646.0433,43.24,39.70497
18010421,1,4,21,43559,3163,2632,6.1,4691,528,,42168,41051,-476.8531,42.3,40.70257
18010422,1,4,22,42080,3055,2937,6.1,4691,736,,41785,41529,-220.8265,42.51,69.38202
18010423,1,4,23,41954,3004,3145,6.1,5718,937,,41707,41473,-94.0595,42.21,69.7
18010424,1,4,24,41926,2954,3080,6.1,5718,1137,,41592,41181,408.9567,42.93,69.49
18010425,1,4,25,41984,2930,3009,6.1,6713,1238,,41057,41058,809.4083,42.63,63.86668
18010426,1,4,26,41773,2848,3062,6.1,6713,1338,,41011,41310,514.2468,42.39,36.25364
18010427,1,4,27,41457,2808,3235,6.1,7576,1298,,40948,41469,72.9968,41.15,36.392
18010428,1,4,28,41164,2865,3475,6.1,7576,1257,,41031,41410,-347.7681,41.06,37.2912
18010429,1,4,29,41248,2633,3864,6.1,8327,1066,,41325,41112,-209.9603,41.28,39.17603
18010430,1,4,30,41894,2601,3963,6.1,8327,875,,41542,41010,-231.3472,41.59,39.18436
18010431,1,4,31,43988,2700,3925,6.1,8753,600,,41999,40845,-7.8976,43.51,38.55
18010432,1,4,32,45253,2574,4013,6.1,8753,324,,43361,41048,-52.0313,45.4,38.55
18010433,1,4,33,46950,2716,4370,6.1,9048,176,,45644,41209,-597.4865,43.2,38.55
18010434,1,4,34,47772,2523,4411,6.1,9048,28,,47263,41650,-795.5498,64.09,39.05358
18010435,1,4,35,47690,2292,4313,6.1,9210,14,,47709,43077,-748.7127,64.04,101.97
18010436,1,4,36,47332,2155,4356,6.1,9210,0,,47525,44695,-195.4806,66.4,101.97
18010437,1,4,37,46952,2108,4413,6.1,9292,0,,47141,46632,55.165,63.64,101.97
18010438,1,4,38,46614,2051,4337,6.1,9292,0,,46925,47010,97.698,62.2,38.59125
18010439,1,4,39,45804,2116,4400,6.1,9215,0,,45998,46555,83.9714,54.65,38.57067
18010440,1,4,40,44294,2194,4260,6.1,9215,0,,44660,46228,-189.1287,52.36,39.47917
18010441,1,4,41,42780,2341,4213,6.1,9039,0,,42931,45020,-303.5425,51.61,39.16599
18010442,1,4,42,40918,2507,4212,6.1,9039,0,,40894,44297,-60.8553,49.07,38.91193
18010443,1,4,43,38372,2703,4113,6.1,8834,0,,38959,42795,-142.3842,48.49,61
18010444,1,4,44,37772,2778,4068,6.1,8834,0,,36835,41505,-154.3524,45.72,38.6
18010445,1,4,45,35246,2816,4063,6.1,8505,0,,34744,39560,56.6703,45.03,38.54201
18010446,1,4,46,34067,2863,3981,6.1,8505,0,,32779,37805,-245.5152,44.65,37.16919
18010447,1,4,47,32005,3064,3821,6.1,8140,0,,31288,35721,-218.005,42.14,34.66592
18010448,1,4,48,31498,3143,3577,6.1,8140,0,,30656,33689,-110.2971,42.45,61
18010501,1,5,1,31622,3312,3299,6.1,6581,0,,30608,31818,-271.0397,47.34,61
18010502,1,5,2,31919,3505,3036,6.1,6581,0,,30776,30581,118.333,51.09,61
18010503,1,5,3,32349,3645,3085,6.1,5920,0,,30690,30415,112.7238,49.72,49.72
18010504,1,5,4,31966,3697,2971,6.1,5920,0,,30131,30721,66.7001,47.4,38.6
18010505,1,5,5,31540,3697,2826,6.1,5317,0,,29729,30928,-12.5673,47.94,38.5559
18010506,1,5,6,30863,3697,2619,6.1,5317,0,,29658,30467,-65.4251,48.56,38.6
18010507,1,5,7,30839,3697,2552,6.1,4900,0,,29271,29779,-82.6449,45.39,38.6
18010508,1,5,8,30342,3697,2337,6.1,4900,0,,29069,29330,-132.813,43.7,38.6
18010509,1,5,9,30187,3697,2194,6.1,4789,0,,28893,29058,-206.9884,43.67,38.65166
18010510,1,5,10,29924,3697,2016,6.1,4789,0,,29019,28863,-187.5241,44.1,44.1
18010511,1,5,11,30756,3697,1979,6.1,4553,0,,29262,28354,-59.0306,45.56,59.49
18010512,1,5,12,32175,3653,1823,6.1,4553,0,,30023,28333,-40.4167,44.89,37.22855
18010513,1,5,13,34493,3672,1684,6.1,4299,0,,31755,28362,22.6454,49.84,31.98875
18010514,1,5,14,39197,3529,1593,6.1,4299,0,,34307,29291,-279.6846,43.75,29.2002
18010515,1,5,15,42176,3331,1618,6.1,4223,1,,37538,30068,-695.2745,44.14,27.58
18010516,1,5,16,43262,3188,1537,6.1,4223,1,,39357,32407,-918.2242,45.39,38.24607
18010517,1,5,17,44211,2925,1631,6.1,4146,94,,40928,35309,-1572.5198,42.68,40.06136
18010518,1,5,18,44286,2874,1682,6.1,4146,186,,41427,38260,-1198.867,45.04,39.32808
18010519,1,5,19,44109,2826,1591,6.1,4081,444,,42312,39978,-661.2743,47.56,42.39003
18010520,1,5,20,44593,2777,1521,6.1,4081,702,,42524,41439,-421.4162,48.46,40.16725
18010521,1,5,21,44465,2696,1597,6.1,4056,1010,,42382,41849,6.6012,49.21,38.16776
18010522,1,5,22,44224,2541,1587,6.1,4056,1317,,42313,42660,-81.1414,48.69,32.11186
18010523,1,5,23,44566,2411,1645,6.1,4050,1499,,42616,42636,-305.0466,48.44,40.17221
18010524,1,5,24,44326,2355,1649,6.1,4050,1680,,42077,42653,-271.327,48.09,38.14536
18010525,1,5,25,43986,2337,1598,6.1,3992,1689,,42274,42713,-273.5369,48.2,60
18010526,1,5,26,43976,2289,1692,6.1,3992,1697,,42156,42633,-235.3599,47.77,42.40297
18010527,1,5,27,43581,2277,1741,6.1,4010,1568,,41999,42590,15.6216,47.64,67.28376
18010528,1,5,28,43580,2354,1729,6.1,4010,1438,,42003,42678,-48.9241,47.75,71
18010529,1,5,29,43798,2361,1838,6.1,3924,1199,,42048,42398,19.1833,47.85,89.10952
18010530,1,5,30,44666,2364,1856,6.1,3924,960,,41916,42375,70.7,47.45,42.24628
18010531,1,5,31,45659,2373,2040,6.1,4032,662,,41828,42135,91.0582,59.17,41.01
18010532,1,5,32,46006,2420,2073,6.1,4032,364,,42735,42295,-113.9192,57.76,43.15
18010533,1,5,33,46155,2442,2238,6.1,4220,196,,44314,42308,-423.9755,61.73,141.45
18010534,1,5,34,47895,2465,2238,6.1,4220,28,,46180,42869,-32.6534,94.16,179.45
18010535,1,5,35,48471,2286,2413,6.1,4501,14,,46915,43627,355.9494,97.5,188.45
18010536,1,5,36,48679,2064,2597,6.1,4501,0,,46805,45222,687.2509,97.01,179.45
18010537,1,5,37,48770,2070,2731,6.1,4744,0,,46673,46624,841.9084,89.33,64.44907
18010538,1,5,38,47973,2035,2835,6.1,4744,0,,46231,47261,541.1078,77.47,40.24219
18010539,1,5,39,46262,2143,2830,6.1,5015,0,,45009,46932,47.4046,58.07,114.91278
18010540,1,5,40,44503,2222,2989,6.1,5015,0,,43506,46193,-258.7165,54.58,70.95
18010541,1,5,41,43223,2173,2845,6.1,5236,0,,42101,45701,98.7683,57.31,78.64779
18010542,1,5,42,42190,2139,2931,6.1,5236,0,,40362,44485,158.1659,52.56,65
18010543,1,5,43,39771,2280,2821,6.1,5508,0,,38627,43148,305.5594,51.53,65.66397
18010544,1,5,44,38229,2481,2834,6.1,5508,0,,36445,41768,144.9075,52.33,65
18010545,1,5,45,36368,2715,2859,6.1,5842,0,,34496,40115,367.2061,52.68,62.46889
18010546,1,5,46,34294,2915,2858,6.1,5842,0,,32781,38174,142.7038,54.33,61
18010547,1,5,47,32213,3181,2921,6.1,6180,0,,30904,36276,68.844,54.8,62.9673
18010548,1,5,48,31645,3259,2974,6.1,6180,0,,29700,34006,85.9363,55.51,61
18010601,1,6,1,31591,3446,3050,6.1,5958,0,,29400,32593,161.3954,58.13,39.85284
18010602,1,6,2,31475,3597,3103,6.1,5958,0,,29700,30902,32.7726,58.41,39.85
18010603,1,6,3,31150,3344,3216,6.1,6128,0,,29177,29956,-161.1626,56.83,39.81611
18010604,1,6,4,30506,3325,3367,6.1,6128,0,,28693,29707,-156.2164,55.05,39.83054
18010605,1,6,5,30194,3331,3493,6.1,6331,0,,28380,30066,-38.4311,52.82,60.03619
18010606,1,6,6,30093,3325,3536,6.1,6331,0,,28391,29207,-9.55,51.97,37.62303
18010607,1,6,7,28761,3346,3632,6.1,6694,0,,28139,29026,98.8099,49.42,60
18010608,1,6,8,28902,3346,3761,6.1,6694,0,,27679,28735,-147.5157,43.76,44.11472
18010609,1,6,9,28317,3346,3942,6.1,7101,0,,27228,28056,275.8515,42.91,51.44759
18010610,1,6,10,28598,3346,3971,6.1,7101,0,,26988,28388,-35.9558,41.95,37.6
18010611,1,6,11,28589,3346,4190,6.1,7445,0,,26815,27846,-13.4152,40.02,39.8
18010612,1,6,12,28896,3306,4177,6.1,7445,0,,26782,27546,-260.3932,39.61,39.61
18010613,1,6,13,29753,3346,4376,6.1,7826,0,,28083,27250,-378.6849,42.55,42.55
18010614,1,6,14,31118,3346,4543,6.1,7826,0,,28938,27137,-463.9127,41.89,59
18010615,1,6,15,32263,3644,4756,6.1,8147,0,,29843,27618,-94.2237,42.79,30
18010616,1,6,16,34134,3654,4772,6.1,8147,0,,31144,29048,66.5564,44.01,30
18010617,1,6,17,35197,3655,4959,6.1,8461,67,,33090,29043,-299.8982,44.7,37.64453
18010618,1,6,18,36398,3655,4692,6.1,8461,133,,35100,30189,-563.2482,54.55,39.8
18010619,1,6,19,37912,3655,4959,6.1,8624,327,,36352,31413,-360.0477,55.48,38.6
18010620,1,6,20,38140,3655,4888,6.1,8624,521,,37363,33225,-258.424,54.18,37.04078
18010621,1,6,21,38741,3651,5139,6.1,8665,759,,37900,34888,-320.8459,53.89,39.34991
18010622,1,6,22,38183,3601,4803,6.1,8665,996,,37995,36229,-442.3892,53,39.85
18010623,1,6,23,37978,3548,4777,6.1,8773,1162,,38000,36564,-251.9446,54.1,41.39441
18010624,1,6,24,37836,3551,4655,6.1,8773,1327,,37978,37175,-227.3462,52.61,40.42812
18010625,1,6,25,37884,3516,4730,6.1,8827,1366,,36958,37018,-45.7912,51.33,68
18010626,1,6,26,37676,3466,4559,6.1,8827,1404,,36836,37016,-122.0606,53.09,57.67346
18010627,1,6,27,37801,3403,4677,6.1,8905,1305,,36706,36846,203.4506,53.5,39.78844
18010628,1,6,28,37734,3413,4535,6.1,8905,1206,,36691,37073,13.5957,49.64,38.99817
18010629,1,6,29,38011,3401,4626,6.1,9020,1010,,36686,36906,-153.673,47.23,39.2
18010630,1,6,30,36643,3516,4826,6.1,9020,813,,36600,36774,-373.112,45.11,39.85636
18010631,1,6,31,38213,3662,4696,6.1,8888,563,,37259,36551,-261.6226,50.46,68
18010632,1,6,32,41507,3704,4858,6.1,8888,313,,38229,36861,-85.6251,50.94,39.58202
18010633,1,6,33,42450,3626,4753,6.1,8776,168,,40448,36999,138.2441,53.24,40.08486
18010634,1,6,34,43240,3450,4761,6.1,8776,23,,42819,37599,-294.1921,73.48,90.22
18010635,1,6,35,43820,3236,4636,6.1,8549,12,,44261,38740,-207.261,79.5,95.22
18010636,1,6,36,43682,3172,4644,6.1,8549,0,,44397,41103,487.9879,81.84,95.39697
18010637,1,6,37,43873,3022,4692,6.1,8411,0,,44009,42830,719.2663,81.43,95.22
18010638,1,6,38,43402,2943,4679,6.1,8411,0,,43107,43414,720.5957,70.96,89.7889
18010639,1,6,39,42128,3021,4395,6.1,8210,0,,41980,43557,480.6881,67.27,40.5
18010640,1,6,40,41447,3111,4302,6.1,8210,0,,40572,42756,286.073,48.87,39.60347
18010641,1,6,41,40187,3127,4372,6.1,7971,0,,39314,41747,-96.5781,49.89,39.42767
18010642,1,6,42,38104,3166,4398,6.1,7971,0,,37821,41043,-441.0972,47.51,65
18010643,1,6,43,37129,3254,4201,6.1,7753,0,,36760,39631,-329.5496,44.33,64.99557
18010644,1,6,44,35515,3272,4161,6.1,7753,0,,35113,38550,82.6955,44.3,60.75
18010645,1,6,45,34049,3376,3977,6.1,7525,0,,33584,37150,166.5249,44.9,64
